No.;Kode Item;Nama Item;Jenis;Stok;Satuan;Qty / Paket;Satuan;Harga Pokok;Harga Level 1;Harga Level 2;Harga Level 3
897;JEPIT-001;Penjepit ID card besi Garis;Id Card;590;PCS;1;PCS;450;1000;1500;0
898;JEPIT-001;Penjepit ID card besi Garis;Id Card;5,9;PAK;100;PCS;45000;85000;0;0
899;JILID-001;JILID LAKBAN;JLD;0;PCS;1;PCS;0;0;0;0
900;JILID-002;JILID LAKBAN SEDANG;JLD;0;PCS;1;PCS;0;0;0;0
901;JILID-003;JILID LAKBAN TEBEL;JLD;0;PCS;1;PCS;0;0;0;0
902;JILID-004;JILID SPIRAL NO 4;JLD;0;PCS;1;PCS;0;0;0;0
903;JILID-005;JILID SPIRAL NO 5;JLD;0;PCS;1;PCS;0;0;0;0
904;JILID-006;JILID SPIRAL NO 6;JLD;0;PCS;1;PCS;0;0;0;0
905;JILID-007;JILID SPIRAL NO 7;JLD;0;PCS;1;PCS;0;0;0;0
906;JILID-008;JILID SPIRAL NO 8;JLD;0;PCS;1;PCS;0;0;0;0
907;JILID-009;JILID SPIRAL NO 9;JLD;0;PCS;1;PCS;0;0;0;0
908;JILID-010;JILID SPIRAL NO 10;JLD;0;PCS;1;PCS;0;0;0;0
909;JILID-011;JILID SPIRAL NO 11;JLD;0;PCS;1;PCS;0;0;0;0
910;JILID-012;JILID SPIRAL NO 12;JLD;0;PCS;1;PCS;0;0;0;0
911;JILID-013;JILID SPIRAL NO 13;JLD;0;PCS;1;PCS;0;0;0;0
912;JILID-014;JILID SPIRAL NO 14;JLD;0;PCS;1;PCS;0;0;0;0
913;JILID-015;JILID SPIRAL NO 15;JLD;0;PCS;1;PCS;0;0;0;0
914;JILID-016;JILID SPIRAL NO 16;JLD;0;PCS;1;PCS;0;0;0;0
915;JILID-017;JILID SOFT COVER;JLD;0;PCS;1;PCS;0;0;0;0
916;JILID-018;JILID HARD COVER;JLD;0;PCS;1;PCS;0;0;0;0
917;JILID-019;Kaleng kalender;ATK;0;bh;1;bh;0;0;0;0
918;K-001;Kalkulator Citizen CT 555/555N;ATK;0;Bh;1;Bh;120000;162000;178500;0
919;K-002;Kalkulator Citizen SDC 868L;ATK;0;Bh;1;Bh;112500;162000;178500;0
920;K-003;Kalkulator Citizen 16 Digit 664S;ATK;0;Bh;1;Bh;130000;175500;193500;0
921;K-004;Kalkulator Citizen 16 Digit 660S;ATK;0;Bh;1;Bh;123500;167000;184000;0
922;K-005;Kalkulator Citizen SDC 916;ATK;0;Bh;1;Bh;90000;125000;137500;0
923;K-006;Kalkulator Casio FX 350MS;ATK;0;Bh;1;Bh;89000;122000;134500;0
924;K-007;Kalkulator Casio DH-16;ATK;0;Bh;1;Bh;172500;233000;256500;0
925;K-008;Kartu Absen Polos;ATK;11;pak;1;pak;12500;17000;19000;0
926;K-009;Kalkulator Casio MJ 12 Da;ATK;1;PCS;1;PCS;120000;162000;178500;0
927;K-010;Kalkulator Casio DH-12;ATK;8;Bh;1;Bh;135000;182500;201000;0
928;K-011;Kalkulator Casio DX120 B;ATK;1;Bh;1;Bh;152500;206000;227000;0
929;K-012;Kalkulator CC 868 Joyko;ATK;10;Bh;1;Bh;55000;74500;82000;0
930;KB-001;Karton Bufallo F4 Serat Tosca Gelap;ATK;0;Pak;1;Pak;34250;35000;38500;0
931;KB-002;Karton Bufallo F4 Serat Hijau tua;ATK;14;Pak;1;Pak;34000;46000;51000;0
932;KB-003;Karton Bufallo F4 Serat Coklat;ATK;3;Pak;1;Pak;34250;35000;38500;0
933;KB-004;Karton Bufallo F4 Serat Peach / Cream;ATK;2;Pak;1;Pak;34250;35000;38500;0
934;KB-005;Karton Bufallo F4 Serat Merah ati;ATK;7;Pak;1;Pak;34000;46000;51000;0
935;KB-006;Karton Bufallo F4 Serat Kuning Tua;ATK;6;Pak;1;Pak;29500;40000;44000;0
936;KB-007;Karton Bufallo F4 Serat Orange;ATK;1;Pak;1;Pak;28000;38000;42000;0
937;KB-008;Karton Bufallo F4 Serat Biru tua;ATK;7;Pak;1;Pak;34000;46000;51000;0
938;KB-009;Karton Bufallo F4 Serat Biru Muda;ATK;3;Pak;1;Pak;34000;46000;51000;0
939;KB-010;Karton Bufallo F4 Serat Biru telor asin;ATK;0;Pak;1;Pak;34250;35000;38500;0
940;KB-011;Karton Bufallo F4 Serat Putih;ATK;0;Pak;1;Pak;23500;32000;35500;0
941;KB-012;Karton Bufallo F4 Hijau Muda;ATK;4;Pak;1;Pak;29500;40000;44000;0
942;KD-001;Kertas Doble side Mate A4 220 DPrint;ATK;3;Pak;1;Pak;31500;43000;47500;0
943;KD-002;Kertas Doble side Mate A4 220 E-print isi 20 Lbr;ATK;0;Pak;1;Pak;14400;19500;21500;0
944;KD-003;Kertas Doble side Mate A4 220 E-print isi 50 Lbr;ATK;0;Pak;1;Pak;27900;38000;42000;0
945;KEY-001;Keyboard wireless Logitech;ATK;0;PCS;1;PCS;325000;439000;483000;0
946;KF-001;Krbon Fax Pnsonic IT 93 E 40M Hijau tua;ATK;0;Bh;1;Bh;40000;54000;59500;0
947;KF-002;Krbon Fax Pnsonic IT 93 E 30M;ATK;0;Bh;1;Bh;40000;54000;59500;0
948;KF-003;Krbon Fax Pnsonic IT 93 A 60M Hijau;ATK;0;Bh;1;Bh;60000;81000;89500;0
949;KF-004;Krbon Fax Pnsonic IT 93 E 30M Kuning;ATK;0;Bh;1;Bh;26000;35500;395000;0
950;KF-005;Krbon Fax Pnsonic FA 93 A Premium Kuning;ATK;-2;Bh;1;Bh;55000;90000;99000;0
951;KF-006;Krbon Fax Pnsonic KX-FAT 88 E Putih;ATK;0;Bh;1;Bh;290000;391500;431000;0
952;KF-007;Krbon Fax Pnsonic KX-206;ATK;0;Bh;1;Bh;45000;61000;67500;0
953;KF-008;Krbon Fax Pnsonic 52 E Biru;ATK;0;Bh;1;Bh;45000;61000;67500;0
954;KF-009;Kertas Foto Glossy A4 210 Joyko/Kenko;ATK;31;Pak;1;Pak;14000;19000;21000;0
955;KF-010;Kertas Foto Glossy A4 230 Joyko;ATK;0;Pak;1;Pak;14750;22000;24500;0
956;KF-011;Kertas Foto Glossy A4 180 DPrint;ATK;0;Pak;1;Pak;15000;20500;23000;0
957;KF-012;Kertas Foto Glossy A4 210 DPrint;ATK;0;Pak;1;Pak;16000;22000;24500;0
958;KF-013;Kertas Foto Glossy A4 230 DPrint;ATK;0;Pak;1;Pak;19000;26000;0;0
959;KF-014;Kertas Foto Glossy A4 230 E-print;ATK;10;Pak;1;Pak;18000;22500;25000;0
960;KF-015;Kertas Foto Glossy A4 210 E-Print;ATK;35;Pak;1;Pak;17543;22000;24500;0
961;KF-016;Kertas Foto Glossy A4 200 E-print;ATK;0;Pak;1;Pak;14410;19500;21500;0
962;KF-017;Kertas Foto Glossy A4 180 E-print;ATK;7;Pak;1;Pak;15952;22000;24500;0
963;KF-018;Kertas Foto A4 DGP 220 DPrint;ATK;0;Pak;1;Pak;28000;38000;42000;0
964;KF-019;Kertas Foto A4 DMG 220 DPrint;ATK;0;pak;1;pak;29000;39500;43500;0
965;KF-020;Kertas Foto A4 PSP 260 DPrint;ATK;0;Pak;1;Pak;31000;42000;46500;0
966;KF-021;Kertas Foto Glossy A3 260 E-Print;ATK;5;Pak;1;Pak;56356;76500;84500;0
967;KI-001;Kertas Inkjet Paper A4 108 E-print;ATK;7;Pak;1;Pak;34379;50500;56000;0
968;KI-002;Kertas Inkjet Paper A4 100 DPrint;ATK;-3;Pak;1;Pak;35000;47500;52500;0
969;KK-001;Kertas Karbon Daito F4;ATK;-4;pak;1;pak;55000;74500;82000;0
970;KK-002;Kertas Karbon Sailing Boat F4 Htm / Br;ATK;10;pak;1;pak;32500;44000;48500;0
971;KL-001;Kertas File L. Life A5 100 JK;ATK;9;pak;1;pak;5000;7000;8000;0
972;KL-002;Kertas File L. Life B5 100 JK;ATK;7;pak;1;pak;9750;13500;15000;0
973;KL-003;Kertas File L. Life A5 50 JK;ATK;0;Pak;1;Pak;2600;3500;4000;0
974;KL-004;Kertas File L. Life B5 50 JK;ATK;16;pak;1;pak;5200;7500;8500;0
975;KO-001;Karton Omega no. 5;ATK;-39;Lbr;1;Lbr;2275;3500;4000;0
976;KO-001;Karton Omega no. 5;ATK;-0,78;Pak;50;Lbr;113750;157500;0;0
977;KO-002;Karton Omega no. 1;ATK;-17;Lbr;1;Lbr;2275;3500;4000;0
978;KO-002;Karton Omega no. 1;ATK;-0,34;Pak;50;Lbr;113750;157500;0;0
979;KO-003;Karton Omega no. 2;ATK;-29;Lbr;1;Lbr;2275;3500;4000;0
980;KO-003;Karton Omega no. 2;ATK;-0,58;Pak;50;Lbr;113750;157500;0;0
981;KO-004;Karton Omega no. 3;ATK;-1;Lbr;1;Lbr;2275;3500;4000;0
982;KO-004;Karton Omega no. 3;ATK;-0,02;Pak;50;Lbr;113750;157500;0;0
983;KO-005;Karton Omega no. 4;ATK;-100;Lbr;1;Lbr;2275;3500;4000;0
984;KO-005;Karton Omega no. 4;ATK;-2;Pak;50;Lbr;113750;157500;0;0
985;KO-006;Karton Omega no. 7;ATK;-40;Lbr;1;Lbr;2275;3500;4000;0
986;KO-006;Karton Omega no. 7;ATK;-0,8;Pak;50;Lbr;113750;157500;0;0
987;KO-007;Karton Omega no. 9;ATK;-23;Lbr;1;Lbr;2275;3500;4000;0
988;KO-007;Karton Omega no. 9;ATK;-0,46;Pak;50;Lbr;113750;157500;0;0
989;KO-008;Karton Omega no. 10;ATK;-167;Lbr;1;Lbr;2275;3500;4000;0
990;KO-008;Karton Omega no. 10;ATK;-3,34;Pak;50;Lbr;113750;157500;0;0
991;KO-009;Karton Omega no. 11;ATK;-10;Lbr;1;Lbr;2275;3500;4000;0
992;KO-009;Karton Omega no. 11;ATK;-0,2;Pak;50;Lbr;113750;157500;0;0
993;KO-010;Karton Omega no. 15;ATK;-2;Lbr;1;Lbr;2275;3500;4000;0
994;KO-010;Karton Omega no. 15;ATK;-0,04;Pak;50;Lbr;113750;157500;0;0
995;KO-011;Karton Omega no. 16;ATK;0;Lbr;1;Lbr;2275;3500;4000;0
996;KO-011;Karton Omega no. 16;ATK;0;Pak;50;Lbr;113750;157500;0;0
997;KO-012;Karton Omega no. 17;ATK;-63;Lbr;1;Lbr;2275;3500;4000;0
998;KO-012;Karton Omega no. 17;ATK;-1,26;Pak;50;Lbr;113750;157500;0;0
999;KO-013;Karton Omega no. 18;ATK;0;Lbr;1;Lbr;2275;3500;4000;0
1000;KO-013;Karton Omega no. 18;ATK;0;Pak;50;Lbr;113750;157500;0;0
1001;KO-014;Karton Omega no. 19;ATK;-128;Lbr;1;Lbr;2275;3500;4000;0
1002;KO-014;Karton Omega no. 19;ATK;-2,56;Pak;50;Lbr;113750;157500;0;0
1003;KO-015;Karton Omega no. 20;ATK;-43;Lbr;1;Lbr;2275;3500;4000;0
1004;KO-015;Karton Omega no. 20;ATK;-0,86;Pak;50;Lbr;113750;157500;0;0
1005;KO-016;Karton Omega no. 22;ATK;-164;Lbr;1;Lbr;2275;3500;4000;0
1006;KO-016;Karton Omega no. 22;ATK;-3,28;Pak;50;Lbr;113750;157500;0;0
1007;KO-017;Karton Omega no. 23;ATK;-5;Lbr;1;Lbr;2275;3500;4000;0
1008;KO-017;Karton Omega no. 23;ATK;-0,1;Pak;50;Lbr;113750;157500;0;0
1009;KO-018;Karton Omega no. 24;ATK;0;Lbr;1;Lbr;2275;3500;4000;0
1010;KO-018;Karton Omega no. 24;ATK;0;Pak;50;Lbr;113750;157500;0;0
1011;KO-019;Karton Omega no. 26;ATK;-3;Lbr;1;Lbr;2275;3500;4000;0
1012;KO-019;Karton Omega no. 26;ATK;-0,06;Pak;50;Lbr;113750;157500;0;0
1013;KO-020;Karton Omega no. 27;ATK;-20;Lbr;1;Lbr;2275;3500;4000;0
1014;KO-020;Karton Omega no. 27;ATK;-0,4;Pak;50;Lbr;113750;157500;0;0
1015;KO-021;Karton Omega no. 28;ATK;-3;Lbr;1;Lbr;2275;3500;4000;0
1016;KO-021;Karton Omega no. 28;ATK;-0,06;Pak;50;Lbr;113750;157500;0;0
1017;KO-022;Karton Omega no. 32;ATK;-21;Lbr;1;Lbr;2275;3500;4000;0
1018;KO-022;Karton Omega no. 32;ATK;-0,42;Pak;50;Lbr;113750;157500;0;0
1019;KO-023;Karton Omega no. 33;ATK;-90;Lbr;1;Lbr;2275;3500;4000;0
1020;KO-023;Karton Omega no. 33;ATK;-1,8;Pak;50;Lbr;113750;157500;0;0
1021;KO-024;Karton Omega no. 34;ATK;0;Lbr;1;Lbr;2275;3500;4000;0
1022;KO-024;Karton Omega no. 34;ATK;0;Pak;50;Lbr;113750;157500;0;0
1023;KO-025;Karton Omega no. 35;ATK;-23;Lbr;1;Lbr;2275;3500;4000;0
1024;KO-025;Karton Omega no. 35;ATK;-0,46;Pak;50;Lbr;113750;157500;0;0
1025;KO-026;Karton Omega no. 37;ATK;0;Lbr;1;Lbr;2275;3500;4000;0
1026;KO-026;Karton Omega no. 37;ATK;0;Pak;50;Lbr;113750;157500;0;0
1027;KO-027;Karton Omega no. 38;ATK;-15;Lbr;1;Lbr;2275;35000;4000;0
1028;KO-027;Karton Omega no. 38;ATK;-0,3;Pak;50;Lbr;113750;157500;0;0
1029;KO-028;Karton Omega no. 40;ATK;-11;Lbr;1;Lbr;2275;3500;4000;0
1030;KO-028;Karton Omega no. 40;ATK;-0,22;Pak;50;Lbr;113750;157500;0;0
1031;KO-029;Karton Omega no. 42;ATK;-15;Lbr;1;Lbr;2275;3500;4000;0
1032;KO-029;Karton Omega no. 42;ATK;-0,3;Pak;50;Lbr;113750;157500;0;0
1033;KO-030;Karton Omega no. 43;ATK;-36;Lbr;1;Lbr;2275;3500;4000;0
1034;KO-030;Karton Omega no. 43;ATK;-0,72;Pak;50;Lbr;113750;157500;0;0
1035;KO-031;Karton Omega no. 46;ATK;-114;Lbr;1;Lbr;2275;3500;4000;0
1036;KO-031;Karton Omega no. 46;ATK;-2,28;Pak;50;Lbr;113750;157500;0;0
1037;KO-032;Karton Omega no. 47;ATK;-132;Lbr;1;Lbr;2275;3500;4000;0
1038;KO-032;Karton Omega no. 47;ATK;-2,64;Pak;50;Lbr;113750;157500;0;0
1039;KO-033;Karton Omega no. 48;ATK;0;Lbr;1;Lbr;2275;3500;4000;0
1040;KO-033;Karton Omega no. 48;ATK;0;Pak;50;Lbr;113750;157500;0;0
1041;KO-034;Karton Omega no. 49;ATK;0;Lbr;1;Lbr;2275;3500;4000;0
1042;KO-034;Karton Omega no. 49;ATK;0;Pak;50;Lbr;113750;157500;0;0
1043;KO-035;Karton Omega no. 50;ATK;-6;Lbr;1;Lbr;2275;3500;4000;0
1044;KO-035;Karton Omega no. 50;ATK;-0,12;Pak;50;Lbr;113750;157500;0;0
1045;KO-036;Karton Omega no. 51;ATK;0;Lbr;1;Lbr;2275;3500;4000;0
1046;KO-036;Karton Omega no. 51;ATK;0;Pak;50;Lbr;113750;157500;0;0
1047;KO-037;Karton Omega no. 54;ATK;-22;Lbr;1;Lbr;2275;3500;4000;0
1048;KO-037;Karton Omega no. 54;ATK;-0,44;Pak;50;Lbr;113750;157500;0;0
1049;KO-038;Karton Omega no. 55;ATK;0;Lbr;1;Lbr;2275;3500;4000;0
1050;KO-038;Karton Omega no. 55;ATK;0;Pak;50;Lbr;113750;157500;0;0
1051;KO-039;Karton Omega no. 56;ATK;0;Lbr;1;Lbr;2275;3500;4000;0
1052;KO-039;Karton Omega no. 56;ATK;0;Pak;50;Lbr;113750;157500;0;0
1053;KO-040;Karton Omega no. 58;ATK;-25;Lbr;1;Lbr;2275;3500;4000;0
1054;KO-040;Karton Omega no. 58;ATK;-0,5;Pak;50;Lbr;113750;157500;0;0
1055;KO-041;Karton Omega no. 59;ATK;0;Lbr;1;Lbr;2275;3500;4000;0
1056;KO-041;Karton Omega no. 59;ATK;0;Pak;50;Lbr;113750;157500;0;0
1057;KO-042;Karton Omega no. 60;ATK;-92;Lbr;1;Lbr;2275;3500;4000;0
1058;KO-042;Karton Omega no. 60;ATK;-1,84;Pak;50;Lbr;113750;157500;0;0
1059;KO-043;Karton Omega no. 61;ATK;0;Lbr;1;Lbr;2275;3500;4000;0
1060;KO-043;Karton Omega no. 61;ATK;0;Pak;50;Lbr;113750;157500;0;0
1061;KO-044;Karton Omega no. 62;ATK;-72;Lbr;1;Lbr;2275;3500;4000;0
1062;KO-044;Karton Omega no. 62;ATK;-1,44;Pak;50;Lbr;113750;157500;0;0
1063;KO-045;Karton Omega no. 63;ATK;-1;Lbr;1;Lbr;2275;3500;4000;0
1064;KO-045;Karton Omega no. 63;ATK;-0,02;Pak;50;Lbr;113750;157500;0;0
1065;KO-046;Karton Omega no. 64;ATK;-12;Lbr;1;Lbr;2275;3500;4000;0
1066;KO-046;Karton Omega no. 64;ATK;-0,24;Pak;50;Lbr;113750;157500;0;0
1067;KO-047;Karton Omega no. 65;ATK;-7;Lbr;1;Lbr;2275;3500;4000;0
1068;KO-047;Karton Omega no. 65;ATK;-0,14;Pak;50;Lbr;113750;157500;0;0
1069;KO-048;Karton Omega no. 66;ATK;-10;Lbr;1;Lbr;2275;3500;4000;0
1070;KO-048;Karton Omega no. 66;ATK;-0,2;Pak;50;Lbr;113750;157500;0;0
1071;KO-049;Karton Omega no. 69;ATK;-3;Lbr;1;Lbr;2275;3500;4000;0
1072;KO-049;Karton Omega no. 69;ATK;-0,06;Pak;50;Lbr;113750;157500;0;0
1073;KOP-001;Kop Surat HVS 70 gr F4/A4 1W;Cetakan;0;Rim;1;Rim;0;0;0;0
1074;KOP-002;Kop Surat HVS 70 gr F4/A4 2W;Cetakan;0;Rim;1;Rim;0;0;0;0
1075;KOP-003;Kop Surat HVS 70 gr F4/A4 3W;Cetakan;0;Rim;1;Rim;0;0;0;0
1076;KOP-004;Kop Surat HVS 70 gr F4/A4 4W;Cetakan;0;Rim;1;Rim;0;0;0;0
1077;KOP-005;Kop Surat HVS 80 gr F4/A4 1W;Cetakan;0;Rim;1;Rim;0;0;0;0
1078;KOP-006;Kop Surat HVS 80 gr F4/A4 2W;Cetakan;0;Rim;1;Rim;0;0;0;0
1079;KOP-007;Kop Surat HVS 80 gr F4/A4 3W;Cetakan;0;Rim;1;Rim;0;0;0;0
1080;KOP-008;Kop Surat HVS 80 gr F4/A4 4W;Cetakan;0;Rim;1;Rim;0;0;0;0
1081;KPR-001;Kapur Warna Sarjana;ATK;0;Box;1;Box;7583;10500;12000;0
1082;KS-001;Kertas Stiker Glossy A4 135 DPrint;ATK;0;Pak;1;Pak;24500;33500;37000;0
1083;KS-002;Kertas Stiker Glossy A4 135 E-print;ATK;30;Pak;1;Pak;28469;41500;46000;0
1084;KT-001;Kertas Transfer Paper Dark A4 140 E-print;ATK;0;Pak;1;Pak;46800;65000;71500;0
1085;KT-002;Kertas Transfer Paper Light A4 150 E-print;ATK;4;Pak;1;Pak;29250;40000;44000;0
1086;KT-003;Kertas Transfer Paper A4 120 DPrint;ATK;-1;Pak;1;Pak;32500;44000;48500;0
1087;L-001;"Isolasi Lakban Hitam 1"" DM";ATK;133;Roll;1;Roll;7059;10000;11000;0
1088;L-001;"Isolasi Lakban Hitam 1"" DM";ATK;1,11;Dus;120;Roll;847080;1080000;0;0
1089;L-002;"Isolasi Lakban Hitam 1"" JK";ATK;0;Roll;1;Roll;3933;5500;6500;0
1090;L-003;"Isolasi Lakban Hitam 1,5"" DM";ATK;139;Roll;1;Roll;10588;14500;16000;0
1091;L-003;"Isolasi Lakban Hitam 1,5"" DM";ATK;1,74;Dus;80;Roll;847040;1044000;0;0
1092;L-004;"Isolasi Lakban Hitam 2"" Kenko";ATK;60;Roll;1;Roll;11583;16000;18000;0
1093;L-004;"Isolasi Lakban Hitam 2"" Kenko";ATK;1;Dus;60;Roll;694980;864000;0;0
1094;L-005;"Isolasi Lakban Hitam 2"" DM";ATK;186;Roll;1;Roll;14118;19500;21500;0
1095;L-005;"Isolasi Lakban Hitam 2"" DM";ATK;3,1;Dus;60;Roll;847080;1053000;0;0
1096;L-006;"Isolasi Lakban Hitam 3"" DM";ATK;0;Roll;1;Roll;16500;23500;26000;0
1097;L-007;"Isolasi Lakban Hitam 2"" Kenko";ATK;0;Roll;1;Roll;11000;15000;16500;0
1098;L-008;"Isolasi Lakban Merah 2"" Fortis";ATK;0;Roll;1;Roll;6250;8500;9500;0
1099;L-009;"Isolasi Lakban Hijau 2"" Fortis";ATK;0;Roll;1;Roll;6250;8500;9500;0
1100;L-010;"Isolasi Lakban Merah 2"" DM";ATK;32;Roll;1;Roll;15054;20500;23000;0
1101;L-010;"Isolasi Lakban Merah 2"" DM";ATK;0,53;Dus;60;Roll;903240;1107000;0;0
1102;L-011;"Isolasi Lakban Kuning 2"" DM/EKATAPE";ATK;8;Roll;1;Roll;7420;10500;12000;0
1103;L-011;"Isolasi Lakban Kuning 2"" DM/EKATAPE";ATK;0,13;Dus;60;Roll;445200;567000;0;0
1104;L-012;"Isolasi Lakban Hijau 2"" DM";ATK;4;Roll;1;Roll;9250;15500;17500;0
1105;L-012;"Isolasi Lakban Hijau 2"" DM";ATK;0,07;Dus;60;Roll;555000;837000;0;0
1106;L-013;"Isolasi Lakban Biru 2"" DM";ATK;57;Roll;1;Roll;14768;20000;22000;0
1107;L-013;"Isolasi Lakban Biru 2"" DM";ATK;0,95;Dus;60;Roll;886080;1080000;0;0
1108;L-014;Isolasi Bening 1/2''x36 panfix;ATK;30;Roll;1;Roll;7500;10500;12000;0
1109;L-014;Isolasi Bening 1/2''x36 panfix;ATK;2,5;Slop;12;Roll;90000;113500;0;0
1110;LABEL-001;Label CD HVS Hologram;ATK;5;Pak;1;Pak;17500;24000;26500;0
1111;LABEL-002;Label Roll JK 1 Baris;ATK;74;Roll;1;Roll;1850;2500;3000;0
1112;LABEL-002;Label Roll JK 1 Baris;ATK;7,4;Slop;10;Roll;18500;22500;0;0
1113;LABEL-003;Label Roll JK 2 Baris;ATK;-40;Roll;1;Roll;2750;4000;4500;0
1114;LABEL-003;Label Roll JK 2 Baris;ATK;-4;Slop;10;Roll;27500;36000;0;0
1115;LABEL-004;Label Roll JK kuning;ATK;-40;Roll;1;Roll;1550;3000;4000;0
1116;LABEL-004;Label Roll JK kuning;ATK;-4;Slop;10;Roll;15500;27000;0;0
1117;LABEL-005;Label Tom & Jerry 99;ATK;119;Bks;1;Bks;4240;6000;7000;0
1118;LABEL-005;Label Tom & Jerry 99;ATK;4,76;Pak;25;Bks;106000;135000;0;0
1119;LABEL-006;Label Tom & Jerry 100;ATK;46;Bks;1;Bks;4240;6000;0;0
1120;LABEL-006;Label Tom & Jerry 100;ATK;1,84;Pak;25;Bks;106000;135000;0;0
1121;LABEL-007;Label Tom & Jerry 101;ATK;1;Bks;1;Bks;4600;6500;0;0
1122;LABEL-007;Label Tom & Jerry 101;ATK;0,04;Pak;25;Bks;115000;146500;0;0
1123;LABEL-008;Label Tom & Jerry 102;ATK;139;Bks;1;Bks;4240;6000;7000;0
1124;LABEL-008;Label Tom & Jerry 102;ATK;5,56;Pak;25;Bks;106000;135000;0;0
1125;LABEL-009;Label Tom & Jerry 103;ATK;31;Bks;1;Bks;4600;6500;7500;0
1126;LABEL-009;Label Tom & Jerry 103;ATK;1,24;Pak;25;Bks;115000;146500;0;0
1127;LABEL-010;Label Tom & Jerry 103 Transparant;ATK;2;Bks;1;Bks;9000;12500;14000;0
1128;LABEL-010;Label Tom & Jerry 103 Transparant;ATK;0,08;Pak;25;Bks;225000;281500;0;0
1129;LABEL-011;Label Tom & Jerry 105;ATK;45;Bks;1;Bks;5100;6500;7500;0
1130;LABEL-011;Label Tom & Jerry 105;ATK;1,8;Pak;25;Bks;127500;146500;0;0
1131;LABEL-012;Label Tom & Jerry 107;ATK;153;Bks;1;Bks;4400;7000;8000;0
1132;LABEL-012;Label Tom & Jerry 107;ATK;6,12;Pak;25;Bks;110000;157500;0;0
1133;LABEL-013;Label Tom & Jerry 109;ATK;0;Bks;1;Bks;4240;6000;7000;0
1134;LABEL-013;Label Tom & Jerry 109;ATK;0;Pak;25;Bks;106000;135000;0;0
1135;LABEL-014;Label Tom & Jerry 110;ATK;51;Bks;1;Bks;4240;6000;7000;0
1136;LABEL-014;Label Tom & Jerry 110;ATK;2,04;Pak;25;Bks;106000;135000;0;0
1137;LABEL-015;Label Tom & Jerry 111;ATK;196;Bks;1;Bks;4400;6500;7500;0
1138;LABEL-015;Label Tom & Jerry 111;ATK;7,84;Pak;25;Bks;110000;146500;0;0
1139;LABEL-016;Label Tom & Jerry 112;ATK;18;Bks;1;Bks;4600;6500;7500;0
1140;LABEL-016;Label Tom & Jerry 112;ATK;0,72;Pak;25;Bks;115000;146500;0;0
1141;LABEL-017;Label Tom & Jerry 113;ATK;64;Bks;1;Bks;4240;6000;7000;0
1142;LABEL-017;Label Tom & Jerry 113;ATK;2,56;Pak;25;Bks;106000;135000;0;0
1143;LABEL-018;Label Tom & Jerry 121;ATK;99;Bks;1;Bks;5100;7000;8000;0
1144;LABEL-018;Label Tom & Jerry 121;ATK;3,96;Pak;25;Bks;127500;157500;0;0
1145;LABEL-019;Label Tom & Jerry 121 Transparant;ATK;242;Bks;1;Bks;9000;12500;14000;0
1146;LABEL-019;Label Tom & Jerry 121 Transparant;ATK;9,68;Pak;25;Bks;225000;281500;0;0
1147;LABEL-020;Label Tom & Jerry 123;ATK;63;Bks;1;Bks;4400;6000;7000;0
1148;LABEL-020;Label Tom & Jerry 123;ATK;2,52;Pak;25;Bks;110000;135000;0;0
1149;LABEL-021;Label Tom & Jerry 124;ATK;125;Bks;1;Bks;4240;6000;7000;0
1150;LABEL-021;Label Tom & Jerry 124;ATK;5;Pak;25;Bks;106000;135000;0;0
1151;LABEL-022;Label Tom & Jerry 126;ATK;61;Bks;1;Bks;4240;6000;7000;0
1152;LABEL-022;Label Tom & Jerry 126;ATK;2,44;Pak;25;Bks;106000;135000;0;0
1153;LABEL-023;Label Tom & Jerry 127;ATK;63;Bks;1;Bks;4600;6500;7500;0
1154;LABEL-023;Label Tom & Jerry 127;ATK;2,52;Pak;25;Bks;115000;146500;0;0
1155;LABEL-024;Label Tom & Jerry 129;ATK;34;Bks;1;Bks;4240;6000;7000;0
1156;LABEL-024;Label Tom & Jerry 129;ATK;1,36;Pak;25;Bks;106000;135000;0;0
1157;LABEL-025;Label Tom & Jerry 108;ATK;13;Bks;1;Bks;4600;6500;7500;0
1158;LABEL-025;Label Tom & Jerry 108;ATK;0,52;Pak;25;Bks;115000;146500;0;0
1159;LABEL-026;Label Tom & Jerry 125;ATK;103;Bks;1;Bks;4600;6500;7500;0
1160;LABEL-026;Label Tom & Jerry 125;ATK;4,12;Pak;25;Bks;115000;146500;0;0
1161;LEM-001;Lem Aibon Kecil;ATK;0;Btl;1;Btl;10000;13500;15000;0
1162;LEM-002;Lem Superket 4,5 Kg / Reskol;ATK;0;Gln;1;Gln;75000;108000;119000;0
1163;LEM-003;Lem Jaya Bond 4 KG;ATK;1;Gln;1;Gln;99000;134000;147500;0
1164;LEM-004;Lem Fox 1 Kg;ATK;-16;Btl;1;Btl;31875;43500;48000;0
1165;LEM-005;Lem Fox 500 gr ( Sedang );ATK;5;Btl;1;Btl;18500;25000;27500;0
1166;LEM-006;Lem Fox Kecil 150 gr;ATK;47;Btl;1;Btl;9063;13000;14500;0
1167;LEM-007;Lem Power Glue General;ATK;192;bh;1;bh;3916;5500;6500;0
1168;LEM-007;Lem Power Glue General;ATK;16;Pak;12;bh;46992;59500;0;0
1169;LEM-008;Lem Stick Kenko 8 Gr;ATK;235;bh;1;bh;2133;3000;3500;0
